TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BMIN3;19,50;6,53;11,42;0,67;0,23;53,25;33,14;23,18;7,99;7,78;;;2,65;40,68;-0,23;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;938,10;29,17;1,71;-0,81;91.641.406,65
BMIN4;16,05;8,72;9,40;0,55;0,19;53,25;33,14;23,18;6,58;7,78;;;2,18;33,48;-0,19;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;1.242,62;29,17;1,71;-0,67;91.641.406,65
BNBR3;91,71;6,51;4,23;0,79;0,13;47,75;48,71;27,28;2,37;2,37;;;1,15;2,34;-0,14;;18,56;3,14;;0,17;0,83;0,11;10,88;24,15;6.327,48;116,80;21,68;-0,80;9.051.753.980,79
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;5,59;4.212.250.617,75
BPAC11;30,68;1,81;10,78;2,09;0,19;58,69;41,21;34,95;9,14;9,14;;;3,77;-0,26;-0,23;0,01;19,40;1,78;;0,09;0,75;0,05;26,97;53,55;278.510.584,76;14,67;2,85;0,45;117.669.253.130,35
BPAC3;15,36;1,20;16,19;3,14;0,29;58,69;41,21;34,95;13,73;9,14;;;5,66;-0,39;-0,34;0,01;19,40;1,78;;0,09;0,75;0,05;26,97;53,55;101.679,67;4,89;0,95;0,67;117.669.253.130,35
BPAC5;7,57;2,44;7,98;1,55;0,14;58,69;41,21;34,95;6,77;9,14;;;2,79;-0,19;-0,17;0,01;19,40;1,78;;0,09;0,75;0,05;26,97;53,55;73.745,67;4,89;0,95;0,33;117.669.253.130,35
BPAN4;6,70;3,21;13,56;1,13;0,13;47,05;5,06;4,42;11,85;11,91;;;0,60;;-0,13;;8,34;0,96;;0,12;0,88;0,22;16,74;25,90;12.653.806,19;5,92;0,49;17,15;8.540.841.705,70
BPAR3;117,42;12,24;3,04;0,55;0,06;57,54;20,06;11,15;1,69;1,69;;;0,34;2,52;-0,06;;17,90;2,01;;0,11;0,89;0,18;13,10;3,56;0,00;215,43;38,56;0,05;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BRBI11;14,07;13,86;7,59;1,75;0,11;100,00;7,68;54,93;54,27;8,05;-46,23;-1,49;4,17;1,95;-16,42;1,06;22,99;1,50;-0,10;0,07;0,93;0,03;-16,03;31,17;6.439.105,81;8,06;1,85;0,23;1.477.289.555,28
BRBI3;0,00;;0,00;0,00;0,00;100,00;7,68;54,93;0,00;8,05;-46,23;-1,49;0,00;0,00;0,00;1,06;22,99;1,50;-0,10;0,07;0,93;0,03;-16,03;31,17;;2,69;0,62;0,00;1.477.289.555,28
BRBI4;0,00;;0,00;0,00;0,00;100,00;7,68;54,93;0,00;8,05;-46,23;-1,49;0,00;0,00;0,00;1,06;22,99;1,50;-0,10;0,07;0,93;0,03;-16,03;31,17;;2,69;0,62;0,00;1.477.289.555,28
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;9.295,00;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;8.735,50;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;39.834,14;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;1.960,25;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;5.375,50;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;6.535,00;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;5.268,00;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;32.430,73;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;2,61;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;124.732,29;19,32;0,03;-3,89;1.128.165.604,64
BRML3;8,26;;2,60;0,52;0,34;89,29;246,33;167,01;1,76;2,00;0,24;0,07;4,34;-39,09;-0,37;0,89;19,94;13,16;18,86;0,66;0,33;0,08;5,40;20,78;;15,95;3,18;0,01;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-29,10;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRSR3;12,07;7,59;6,16;0,48;0,03;33,95;6,29;5,13;5,03;4,65;;;0,32;1,91;-0,04;2,57;7,80;0,56;;0,07;0,93;0,11;12,01;-2,46;49.330,52;25,12;1,96;-0,42;4.567.337.912,63
BRSR5;14,80;5,49;7,55;0,59;0,04;33,95;6,29;5,13;6,17;4,65;;;0,39;2,34;-0,04;2,57;7,80;0,56;;0,07;0,93;0,11;12,01;-2,46;1.035,50;25,12;1,96;-0,52;4.567.337.912,63
BRSR6;10,17;7,81;5,19;0,40;0,03;33,95;6,29;5,13;4,24;4,65;;;0,27;1,61;-0,03;2,57;7,80;0,56;;0,07;0,93;0,11;12,01;-2,46;13.791.942,48;25,12;1,96;-0,36;4.567.337.912,63
BSLI3;8,10;0,86;16,94;1,25;0,07;31,55;1,72;2,38;23,51;23,59;;;0,40;-0,24;-0,07;0,26;7,37;0,39;;0,05;0,95;0,16;13,50;-5,14;4.841,86;6,49;0,48;0,31;3.233.824.739,90
BSLI4;8,02;0,96;16,77;1,24;0,06;31,55;1,72;2,38;23,28;23,59;;;0,40;-0,24;-0,07;0,26;7,37;0,39;;0,05;0,95;0,16;13,50;-5,14;2.541,00;6,49;0,48;0,31;3.233.824.739,90
BTTL4;11.091,73;;-10.493,34;2.145,71;1.741,24;11,73;4,43;-8,73;20.704,61;9,84;-2,50;-0,26;916,32;8.002,59;-2.387,03;5,11;-20,45;-16,59;6,03;0,81;0,19;1,90;4,97;;;5,17;-1,06;70,15;98.228.354,48
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CIEL3;5,83;3,74;10,29;1,28;0,16;44,32;20,99;14,90;7,30;8,49;1,19;0,21;1,53;1,96;-1,43;1,10;12,44;1,53;8,75;0,12;0,85;0,10;-1,93;-13,28;0,00;4,56;0,57;-0,50;15.839.031.805,63
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CORR3;2,71;;0,01;0,01;0,00;74,47;2.560,96;2.366,97;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;168,96;48,84;130,48;0,29;0,71;0,02;-16,36;;;201,49;340,43;0,00;1.278.894,65
CORR4;82,00;;0,24;0,41;0,12;74,47;2.560,96;2.366,97;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;168,96;48,84;130,48;0,29;0,71;0,02;-16,36;;;201,49;340,43;0,00;1.278.894,65
CRIV3;6,98;;38,68;0,66;0,04;20,26;0,43;0,90;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,72;0,11;;0,06;0,94;0,12;27,56;-22,87;3.478,75;10,50;0,18;-0,83;707.929.532,00
CRIV4;6,74;;37,35;0,64;0,04;20,26;0,43;0,90;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,72;0,11;;0,06;0,94;0,12;27,56;-22,87;574.820,76;10,50;0,18;-0,80;707.929.532,00
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;3.075,00;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;60.668,75;27,56;2,46;-0,03;305.164.800,00
CXSE3;15,70;6,88;13,37;3,60;3,38;;;;11,92;11,70;-0,23;-0,07;;113,90;-3,72;1,47;26,95;25,26;26,08;0,94;0,06;0,00;;18,97;52.023.252,29;4,36;1,17;-5,71;47.160.000.000,00
EPAR3;6,51;44,13;-6,16;1,26;1,02;11,73;4,43;-8,73;12,15;9,84;-2,50;-0,26;0,54;4,70;-1,40;5,11;-20,45;-16,59;6,03;0,81;0,19;1,90;4,97;;28.489,24;5,17;-1,06;0,04;98.228.354,48
FIGE3;11,94;0,38;2,49;0,17;0,17;100,00;92,02;62,87;1,70;0,57;;;1,57;14.112,70;-0,17;;6,96;6,84;;0,98;0,02;0,11;8,36;1,46;0,00;68,86;4,79;0,10;9.457.960,56
FIGE4;0,00;;0,00;0,00;0,00;100,00;92,02;62,87;0,00;0,57;;;0,00;0,00;0,00;;6,96;6,84;;0,98;0,02;0,11;8,36;1,46;;68,86;4,79;0,00;9.457.960,56
FNCN3;14,25;;-0,07;0,02;0,00;-45,24;-83,42;-50,05;-0,04;-0,04;;;0,03;0,02;-0,03;1,43;-28,51;-6,51;;0,23;0,77;0,13;18,40;;;739,68;-210,92;0,00;13.021.336,50
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;1,97;;-1,83;0,29;0,28;100,00;113,89;122,19;-1,96;-1,92;0,01;0,00;;12,06;-0,29;2,16;-16,08;-15,33;-14,37;0,95;0,05;-0,13;;;101.286,86;6,71;-1,08;0,01;224.359.956,60
GETT11;4,81;;15,12;2,48;0,16;41,43;18,41;17,71;14,55;;0,99;0,17;2,68;6,28;-3,92;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,13;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GPIV33;4,06;;1,00;;0,10;100,00;47,54;49,76;1,05;-0,56;-1,61;;0,50;;-0,12;;;9,85;777,98;0,00;1,00;0,20;;;219.290,90;0,00;4,04;-0,01;274.326.292,35
GSHP3;6,51;;-0,04;-0,01;0,01;50,04;32,68;-200,18;0,22;36,20;35,97;;0,07;-1,80;-0,01;0,97;-32,20;-23,17;5,12;-0,72;1,72;0,12;-9,39;;1.076,05;-551,54;-177,58;0,00;12.556.286,19
HBRE3;3,54;;3,71;0,13;0,08;80,06;262,88;62,31;0,88;4,05;3,16;0,48;2,31;2,26;-0,08;1,51;3,60;2,04;8,32;0,57;0,43;0,03;21,77;-11,16;2.499.824,10;26,54;0,95;0,04;367.352.772,36
HBTS3;0,00;;0,00;0,00;0,00;75,97;61,70;55,25;0,00;;1,06;0,31;0,00;0,00;0,00;2,10;26,55;11,39;19,79;0,43;0,57;0,21;38,16;;;74,16;19,69;0,00;
HBTS5;30,30;6,58;1,54;0,41;0,18;75,97;61,70;55,25;1,38;;1,06;0,31;0,85;2,52;-0,20;2,10;26,55;11,39;19,79;0,43;0,57;0,21;38,16;;4.447,57;74,16;19,69;0,02;
HBTS6;0,00;;0,00;0,00;0,00;75,97;61,70;55,25;0,00;;1,06;0,31;0,00;0,00;0,00;2,10;26,55;11,39;19,79;0,43;0,57;0,21;38,16;;;74,16;19,69;0,00;
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04
IGTA3;33,00;;10,61;1,39;0,85;64,14;56,32;49,62;9,35;10,92;1,57;0,23;5,27;3,81;-1,17;5,14;13,13;7,99;7,94;0,61;0,39;0,16;7,57;14,89;;23,69;3,11;0,02;5.444.845.626,00
IGTI11;18,56;3,62;19,91;1,77;0,90;66,53;55,62;31,62;11,32;10,26;2,86;0,45;6,30;6,00;-1,19;2,69;8,87;4,53;7,74;0,51;0,49;0,14;9,87;27,99;47.255.049,71;10,50;0,93;0,55;4.925.633.409,50
IGTI3;2,25;4,27;7,24;0,64;0,33;66,53;55,62;31,62;4,12;10,26;2,86;0,45;2,29;2,18;-0,43;2,69;8,87;4,53;7,74;0,51;0,49;0,14;9,87;27,99;128.798,67;3,50;0,31;0,20;4.925.633.409,50
IGTI4;8,28;3,48;26,65;2,37;1,21;66,53;55,62;31,62;15,15;10,26;2,86;0,45;8,43;8,02;-1,59;2,69;8,87;4,53;7,74;0,51;0,49;0,14;9,87;27,99;1.684,81;3,50;0,31;0,74;4.925.633.409,50
IRBR3;39,68;;6,30;0,68;0,20;8,62;8,55;8,81;6,49;6,47;;;0,56;3,92;-0,30;1,20;10,82;3,23;;0,30;0,70;0,37;0,10;-15,74;41.727.672,86;58,17;6,29;-0,01;3.253.502.124,60
ITSA3;9,33;11,19;7,21;1,17;0,90;30,14;188,74;172,93;6,60;6,80;0,27;0,05;12,46;12,12;-1,03;2,61;16,24;12,55;14,52;0,77;0,19;0,07;6,55;8,27;1.298.140,95;7,97;1,29;4,25;99.929.066.547,49
ITSA4;9,17;8,13;7,08;1,15;0,89;30,14;188,74;172,93;6,49;6,80;0,27;0,05;12,25;11,91;-1,01;2,61;16,24;12,55;14,52;0,77;0,19;0,07;6,55;8,27;195.755.521,43;7,97;1,29;4,18;99.929.066.547,49
ITUB3;28,38;8,50;7,13;1,38;0,10;42,37;13,96;12,23;6,24;6,68;;;0,87;;-0,10;;19,38;1,40;;0,07;0,92;0,11;18,99;9,40;14.920.931,95;20,54;3,98;0,32;297.728.404.754,22
ITUB4;32,26;7,48;8,11;1,57;0,11;42,37;13,96;12,23;7,10;6,68;;;0,99;;-0,12;;19,38;1,40;;0,07;0,92;0,11;18,99;9,40;617.294.040,90;20,54;3,98;0,36;297.728.404.754,22
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LOGG3;19,03;12,69;5,27;0,45;0,25;97,54;193,56;150,13;4,09;7,88;3,79;0,42;7,91;4,35;-0,31;1,45;8,54;4,75;6,94;0,56;0,44;0,03;16,00;48,82;8.502.048,67;42,29;3,61;0,06;1.676.352.658,32
LPSB3;1,44;2,82;17,46;0,93;0,54;84,83;24,99;6,61;4,62;3,17;-1,41;-0,29;1,15;4,72;-0,74;1,70;5,33;3,06;16,04;0,57;0,44;0,46;10,78;;199.351,14;1,55;0,08;-0,37;211.003.122,33
MAPT3;4,07;;-21,13;-0,58;4,84;;;;-21,25;-23,70;0,00;;;-287,68;-4,84;0,00;-2,77;-22,90;2,75;-8,28;9,28;0,00;;;278,19;-6,96;-0,19;-0,92;4.171.831,85
MAPT4;5,00;;-25,96;-0,72;5,94;;;;-26,11;-23,70;0,00;;;-353,42;-5,94;0,00;-2,77;-22,90;2,75;-8,28;9,28;0,00;;;71,38;-6,96;-0,19;-1,13;4.171.831,85
MERC3;14,80;;13,58;1,03;0,51;72,02;41,75;28,72;9,35;7,78;;;3,90;204,88;-0,51;;7,57;3,77;;0,50;0,50;0,13;-24,22;-4,94;0,00;14,39;1,09;0,01;221.914.520,50
MERC4;9,10;;8,35;0,63;0,31;72,02;41,75;28,72;5,75;7,78;;;2,40;125,97;-0,32;;7,57;3,77;;0,50;0,50;0,13;-24,22;-4,94;3.111,43;14,39;1,09;0,00;221.914.520,50
MOAR3;395,54;8,35;24,60;3,17;1,66;;;;34,17;27,76;-6,42;-0,59;;3,67;-3,73;5,28;12,87;6,73;6,43;0,52;0,48;0,00;;6,89;1.957,14;124,93;16,08;-0,32;4.845.847.954,34
MODL11;8,46;;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;;-0,30;;-6,10;-0,97;;0,16;0,84;0,18;;;;5,09;-0,31;0,17;1.985.844.000,00
MODL3;3,08;;-29,78;1,82;0,29;50,83;-5,11;-5,48;-31,96;-29,26;;;1,63;;-0,32;;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,19;1.985.844.000,00
MODL4;2,72;;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;;-0,29;;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,17;1.985.844.000,00
MULT3;22,71;2,54;10,43;1,61;0,95;84,98;65,99;51,90;8,20;9,74;1,52;0,30;5,41;14,40;-1,17;1,56;15,41;9,13;11,86;0,59;0,41;0,18;10,55;19,05;89.048.607,38;14,14;2,18;0,57;11.821.357.471,77
NEXP3;3,92;;-0,23;-0,06;0,10;4,63;-68,55;-58,89;-0,20;-1,28;-1,09;;0,13;-0,12;-0,16;0,34;-27,12;-42,25;53,96;-1,56;2,55;0,72;0,72;;7.894,95;-63,66;-17,27;0,00;10.409.830,48
PDTC3;1,20;3,85;-4,13;0,73;0,13;30,66;-2,32;-7,91;-14,08;-40,64;-26,56;1,38;0,33;0,29;-0,52;2,60;-17,67;-3,24;-1,49;0,18;0,82;0,41;;;78.855,67;1,64;-0,29;0,02;95.363.551,20
PEAB3;41,10;2,98;22,66;0,88;0,62;74,12;34,45;47,66;31,35;29,05;-4,16;-0,12;10,80;3,34;-0,79;7,63;3,89;2,74;1,86;0,71;0,29;0,06;-33,28;-0,58;9.184,38;46,69;1,81;0,44;823.333.767,13
PEAB4;46,01;3,10;25,36;0,99;0,70;74,12;34,45;47,66;35,09;29,05;-4,16;-0,12;12,09;3,73;-0,89;7,63;3,89;2,74;1,86;0,71;0,29;0,06;-33,28;-0,58;7.923,33;46,69;1,81;0,49;823.333.767,13
PINE3;4,47;13,55;9,59;876,10;41,01;2,75;14,36;10,40;6,95;6,90;;;1,00;;-42,73;;9.133,23;427,53;;0,05;0,95;41,12;21,90;;10.043,24;0,01;0,47;0,08;1.020.144.225,69
