TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CEAB3;10,80;;71,59;1,17;0,38;51,91;6,10;0,73;8,55;10,11;1,55;0,21;0,52;2,14;-0,73;1,59;1,64;0,53;8,09;0,32;0,68;0,73;4,19;-13,65;34.620.106,30;9,22;0,15;-0,40;3.329.046.734,40
CEBR3;20,89;12,69;7,73;1,44;1,03;42,78;84,57;67,30;6,15;3,36;-2,76;-0,65;5,20;2,34;-2,17;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;108.460,10;14,50;2,70;-26,17;1.498.920.609,60
CEBR5;18,50;14,33;6,85;1,28;0,91;42,78;84,57;67,30;5,45;3,36;-2,76;-0,65;4,61;2,08;-1,92;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;117.249,75;14,50;2,70;-23,18;1.498.920.609,60
CEBR6;20,70;14,09;7,66;1,43;1,02;42,78;84,57;67,30;6,10;3,36;-2,76;-0,65;5,16;2,32;-2,15;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;141.707,65;14,50;2,70;-25,94;1.498.920.609,60
CEDO3;32,00;;5,00;1,73;0,38;28,22;15,02;5,48;1,82;2,94;1,21;1,15;0,27;5,40;-0,83;1,15;34,57;7,62;35,72;0,22;0,78;1,39;14,09;-5,00;32.464,42;18,52;6,40;-0,01;302.828.416,00
CEDO4;28,00;;4,37;1,51;0,33;28,22;15,02;5,48;1,60;2,94;1,21;1,15;0,24;4,73;-0,73;1,15;34,57;7,62;35,72;0,22;0,78;1,39;14,09;-5,00;97.621,79;18,52;6,40;-0,01;302.828.416,00
CEEB3;39,00;10,59;7,19;1,73;0,37;28,66;22,40;9,86;3,16;7,94;4,04;2,20;0,71;-6,18;-0,47;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;67.651,56;22,61;5,43;-0,29;12.608.682.396,04
CEEB5;36,86;2,19;6,79;1,63;0,35;28,66;22,40;9,86;2,99;7,94;4,04;2,20;0,67;-5,84;-0,45;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;3.686,00;22,61;5,43;-0,27;12.608.682.396,04
CEEB6;60,68;1,47;11,18;2,68;0,57;28,66;22,40;9,86;4,92;7,94;4,04;2,20;1,10;-9,62;-0,74;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;;22,61;5,43;-0,45;12.608.682.396,04
CEED3;22,90;;-3,97;-0,53;0,21;19,39;8,58;-8,03;3,72;10,34;6,62;;0,32;-5,55;-0,34;0,91;-13,27;-5,29;37,73;-0,40;1,40;0,66;7,74;;2.359,00;-43,45;-5,76;0,02;1.562.890.284,40
CEED4;22,00;;-3,82;-0,51;0,20;19,39;8,58;-8,03;3,57;10,34;6,62;;0,31;-5,33;-0,32;0,91;-13,27;-5,29;37,73;-0,40;1,40;0,66;7,74;;3.287,00;-43,45;-5,76;0,02;1.562.890.284,40
CEGR3;68,00;1,11;45,84;12,60;3,93;26,97;16,70;6,55;17,97;18,73;0,75;0,53;3,00;-180,41;-5,40;0,93;27,48;8,57;30,44;0,31;0,69;1,31;9,87;2,60;20.932,00;5,40;1,48;-2,24;17.655.365.776,00
CEPE3;125,26;;194,71;6,27;0,70;18,71;11,07;0,58;10,25;17,49;7,99;4,89;1,13;-39,10;-0,93;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-2,50;8.662.392.210,18
CEPE5;40,12;;62,36;2,01;0,22;18,71;11,07;0,58;3,28;17,49;7,99;4,89;0,36;-12,52;-0,30;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,80;8.662.392.210,18
CEPE6;43,00;;66,84;2,15;0,24;18,71;11,07;0,58;3,52;17,49;7,99;4,89;0,39;-13,42;-0,32;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,86;8.662.392.210,18
CESP3;25,55;;4,45;1,03;0,56;37,46;64,14;117,96;8,18;7,45;-0,67;-0,08;5,25;8,08;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP5;25,00;;4,35;1,01;0,55;37,46;64,14;117,96;8,00;7,45;-0,67;-0,08;5,13;7,90;-0,70;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP6;25,25;;4,40;1,02;0,55;37,46;64,14;117,96;8,08;7,45;-0,67;-0,08;5,18;7,98;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CGAS3;135,00;;50,85;40,26;1,28;22,25;18,15;2,21;6,19;8,04;1,86;12,07;1,12;72,58;-2,07;1,05;79,18;2,51;17,62;0,03;0,97;1,14;25,75;-11,28;123.619,00;3,35;2,65;-0,64;17.890.279.245,00
CGAS5;145,55;;54,83;43,41;1,38;22,25;18,15;2,21;6,67;8,04;1,86;12,07;1,21;78,25;-2,23;1,05;79,18;2,51;17,62;0,03;0,97;1,14;25,75;-11,28;441.220,94;3,35;2,65;-0,69;17.890.279.245,00
CGRA3;26,95;10,03;6,31;0,62;0,45;53,77;6,83;12,81;11,82;8,99;-3,05;-0,16;0,81;1,66;-0,79;2,66;9,80;7,10;3,78;0,72;0,28;0,55;9,76;6,93;53.163,00;43,61;4,27;-0,24;551.436.449,73
CGRA4;27,82;9,71;6,51;0,64;0,46;53,77;6,83;12,81;12,20;8,99;-3,05;-0,16;0,83;1,72;-0,81;2,66;9,80;7,10;3,78;0,72;0,28;0,55;9,76;6,93;127.095,25;43,61;4,27;-0,25;551.436.449,73
CIEL3;5,39;8,08;7,57;1,22;0,15;46,49;32,18;18,27;4,30;5,93;1,63;0,46;1,38;1,18;-1,31;1,17;16,16;2,00;12,10;0,12;0,85;0,11;-1,62;-13,77;85.801.702,70;4,41;0,71;0,21;14.643.633.178,79
CLSA3;5,39;;-36,12;1,41;1,13;34,44;-16,03;-5,38;-12,12;-7,65;4,47;-0,52;1,94;2,38;-3,29;3,59;-3,92;-3,12;-12,16;0,80;0,20;0,58;;;4.461.581,95;3,81;-0,15;0,53;1.012.921.463,40
CLSC3;65,00;0,86;4,39;0,79;0,22;15,15;9,04;5,50;2,67;4,60;1,90;0,56;0,24;-3,46;-0,31;0,83;17,93;4,93;13,59;0,27;0,73;0,90;7,34;53,76;10.733,00;82,64;14,82;0,06;2.542.872.318,70
CLSC4;66,55;0,92;4,49;0,81;0,22;15,15;9,04;5,50;2,73;4,60;1,90;0,56;0,25;-3,55;-0,32;0,83;17,93;4,93;13,59;0,27;0,73;0,90;7,34;53,76;141.169,75;82,64;14,82;0,06;2.542.872.318,70
CMIG3;14,82;5,38;4,88;1,34;0,58;24,73;21,11;18,52;4,28;4,91;1,04;0,32;0,90;10,18;-0,77;1,30;27,35;11,90;17,70;0,43;0,56;0,64;9,68;46,18;7.236.166,70;11,10;3,04;16,72;29.429.473.316,64
CMIG4;12,64;6,31;4,16;1,14;0,50;24,73;21,11;18,52;3,65;4,91;1,04;0,32;0,77;8,69;-0,66;1,30;27,35;11,90;17,70;0,43;0,56;0,64;9,68;46,18;163.741.762,50;11,10;3,04;14,26;29.429.473.316,64
CMIN3;5,33;13,09;9,49;2,55;0,99;46,73;30,79;17,76;5,48;5,07;-0,41;-0,19;1,69;3,28;-1,81;2,96;26,92;10,40;22,14;0,39;0,61;0,59;19,26;28,57;49.314.053,20;2,09;0,56;0,88;29.236.856.006,54
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,23;0,23;-0,96;;0,00;0,00;111,51;-421,62;-418,01;-415,76;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,23;0,23;-0,96;;0,00;0,00;111,51;-421,62;-418,01;-415,76;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;50,99;0,60;7,24;0,94;0,30;17,53;14,52;6,27;3,12;6,69;4,31;1,29;0,45;-2,30;-0,39;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;6.024,75;54,49;7,05;1,39;3.022.007.837,17
COCE5;35,57;0,87;5,05;0,65;0,21;17,53;14,52;6,27;2,18;6,69;4,31;1,29;0,32;-1,61;-0,27;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;658.582,60;54,49;7,05;0,97;3.022.007.837,17
COCE6;19,17;1,61;2,72;0,35;0,11;17,53;14,52;6,27;1,17;6,69;4,31;1,29;0,17;-0,87;-0,15;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;;54,49;7,05;0,52;3.022.007.837,17
COGN3;2,37;;-14,87;0,37;0,18;64,83;9,61;-5,26;8,14;19,27;11,13;0,50;0,78;5,74;-0,21;1,21;-2,47;-1,19;2,42;0,48;0,48;0,23;-1,73;;85.197.740,10;6,44;-0,16;-1,00;4.447.556.717,70
CORR3;2,71;2.762,62;0,01;0,01;0,00;100,00;2.689,16;2.211,14;0,01;-1,20;-1,35;-2,58;0,19;0,01;-0,02;4,25;157,36;45,49;138,37;0,29;0,71;0,02;-16,36;;;201,49;317,06;0,00;1.278.894,65
CORR4;82,00;91,30;0,26;0,41;0,12;100,00;2.689,16;2.211,14;0,21;-1,20;-1,35;-2,58;5,72;0,20;-0,48;4,25;157,36;45,49;138,37;0,29;0,71;0,02;-16,36;;;201,49;317,06;0,00;1.278.894,65
CPFE3;34,64;8,33;7,44;2,20;0,54;33,17;28,29;13,44;3,53;5,25;1,72;1,07;1,00;-13,02;-0,70;0,85;29,54;7,28;19,86;0,25;0,74;0,54;8,03;35,39;78.926.704,30;15,77;4,66;1,20;39.914.093.801,60
CPLE11;50,12;3,28;14,94;1,29;0,54;21,02;13,52;9,07;10,03;13,24;3,21;0,41;1,36;6,92;-0,71;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;12.760.068,47;38,98;3,35;0,12;29.899.693.364,18
CPLE3;8,47;3,59;12,63;1,09;0,45;21,02;13,52;9,07;8,47;13,24;3,21;0,41;1,15;5,85;-0,60;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;42.471.445,75;7,80;0,67;0,10;29.899.693.364,18
CPLE5;20,00;2,08;29,81;2,57;1,07;21,02;13,52;9,07;20,00;13,24;3,21;0,41;2,70;13,81;-1,41;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;10.303,50;7,80;0,67;0,23;29.899.693.364,18
CPLE6;9,49;3,52;14,15;1,22;0,51;21,02;13,52;9,07;9,49;13,24;3,21;0,41;1,28;6,56;-0,67;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;131.577.226,80;7,80;0,67;0,11;29.899.693.364,18
CPRE3;18,23;;8,36;1,81;0,89;54,95;40,56;44,52;9,18;8,84;-0,34;-0,07;3,72;-4,97;-1,09;0,50;21,64;10,67;13,12;0,49;0,50;0,24;12,91;157,26;;10,07;2,18;6,11;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;13,42;1,10;36,84;1,43;0,32;19,28;4,13;0,70;6,21;9,91;3,69;0,85;0,26;-7,26;-0,58;0,91;3,88;0,88;9,16;0,23;0,76;1,26;15,40;-13,64;73.535.823,25;9,38;0,36;-0,52;28.293.310.995,62
CRIV3;6,98;;25,95;0,67;0,05;23,64;0,82;1,29;40,99;40,39;;;0,33;0,10;-0,10;86,37;2,60;0,19;;0,07;0,92;0,15;18,33;-15,68;3.478,75;10,35;0,27;-0,12;707.929.532,00
CRIV4;6,74;;25,05;0,65;0,05;23,64;0,82;1,29;39,58;40,39;;;0,32;0,10;-0,10;86,37;2,60;0,19;;0,07;0,92;0,15;18,33;-15,68;574.820,76;10,35;0,27;-0,11;707.929.532,00
CRPG3;33,80;15,53;14,74;1,42;1,05;7,03;3,33;11,13;49,27;42,61;-4,76;-0,14;1,64;1,93;-3,34;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;9.216,67;23,88;2,29;-0,40;943.112.950,60
CRPG5;31,80;16,50;13,87;1,33;0,99;7,03;3,33;11,13;46,36;42,61;-4,76;-0,14;1,54;1,81;-3,14;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;115.043,75;23,88;2,29;-0,37;943.112.950,60
CRPG6;32,49;16,15;14,17;1,36;1,01;7,03;3,33;11,13;47,36;42,61;-4,76;-0,14;1,58;1,85;-3,21;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;28.288,26;23,88;2,29;-0,38;943.112.950,60
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;3.075,00;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;60.668,75;27,56;2,46;-0,03;305.164.800,00
CSAN3;15,81;2,71;-64,12;1,60;0,21;26,67;30,14;-1,14;2,42;6,27;3,85;2,55;0,73;2,75;-0,27;1,62;-2,50;-0,34;10,29;0,13;0,65;0,29;38,95;;150.043.837,70;9,86;-0,25;0,50;29.629.061.434,92
CSED3;4,58;1,50;21,40;1,16;0,35;46,83;17,37;3,51;4,33;4,74;0,41;0,11;0,75;14,52;-0,45;1,12;5,42;1,65;16,50;0,30;0,70;0,47;15,05;-2,13;2.063.024,15;3,95;0,21;0,33;1.669.604.888,16
CSMG3;21,66;8,77;6,37;1,04;0,59;40,21;23,61;18,47;4,99;7,01;2,03;0,42;1,18;8,23;-0,73;1,58;16,38;9,22;10,82;0,56;0,44;0,50;7,38;18,19;39.881.649,00;20,75;3,40;0,06;8.236.281.474,54
CSNA3;15,66;12,52;-23,59;1,17;0,23;25,98;10,23;-1,98;4,56;10,51;5,95;1,53;0,47;1,88;-0,37;1,53;-4,96;-1,00;7,11;0,20;0,77;0,50;19,08;;118.089.152,55;13,39;-0,66;0,17;20.766.631.210,02
CSRN3;24,50;3,92;7,06;2,88;0,71;31,55;26,27;16,02;4,31;6,88;2,59;1,73;1,13;-124,78;-0,96;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;32.672,15;8,51;3,47;1,80;4.098.649.781,50
CSRN5;24,00;4,40;6,92;2,82;0,70;31,55;26,27;16,02;4,22;6,88;2,59;1,73;1,11;-122,24;-0,94;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;9.740,33;8,51;3,47;1,76;4.098.649.781,50
CSRN6;23,90;4,42;6,89;2,81;0,70;31,55;26,27;16,02;4,20;6,88;2,59;1,73;1,10;-121,73;-0,93;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;6.943,50;8,51;3,47;1,76;4.098.649.781,50
CSUD3;20,30;4,24;9,83;2,06;1,39;39,20;21,27;16,20;7,48;7,43;-0,05;-0,01;1,59;21,76;-1,94;1,29;20,92;14,16;17,83;0,68;0,32;0,87;1,99;13,82;1.258.978,70;9,87;2,07;0,37;848.540.000,00
CTCA3;0,00;;0,00;0,00;0,00;57,29;23,31;29,83;0,00;-4,02;-4,02;-0,39;0,00;0,00;0,00;4,66;12,50;10,96;5,58;0,88;0,12;0,37;20,53;49,76;;2,69;0,34;0,00;0,00
CTKA3;19,99;;3,23;-1,00;0,20;40,51;10,29;6,12;1,92;8,94;7,05;;0,20;0,68;-0,63;1,75;-30,92;6,18;15,47;-0,20;1,20;1,01;14,61;;4.650,71;-20,01;6,19;-0,01;121.849.645,39
CTKA4;19,33;;3,12;-0,97;0,19;40,51;10,29;6,12;1,86;8,94;7,05;;0,19;0,66;-0,61;1,75;-30,92;6,18;15,47;-0,20;1,20;1,01;14,61;;34.300,70;-20,01;6,19;-0,01;121.849.645,39
CTNM3;8,89;;-0,64;1,13;0,08;14,02;-22,47;-29,57;-0,85;-3,86;-3,41;4,56;0,19;-0,27;-0,12;0,49;-175,93;-12,81;-18,67;0,07;0,86;0,43;-3,61;;8.680,62;7,84;-13,80;0,00;144.422.126,68
CTNM4;1,24;;-0,09;0,16;0,01;14,02;-22,47;-29,57;-0,12;-3,86;-3,41;4,56;0,03;-0,04;-0,02;0,49;-175,93;-12,81;-18,67;0,07;0,86;0,43;-3,61;;78.861,35;7,84;-13,80;0,00;144.422.126,68
CTSA3;3,09;;-1,75;0,37;0,14;-22,39;-15,56;-45,69;-5,13;-15,64;-10,51;0,76;0,80;1,67;-0,20;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;8.114,10;8,28;-1,77;-0,04;85.978.573,29
CTSA4;1,60;;-0,90;0,19;0,07;-22,39;-15,56;-45,69;-2,66;-15,64;-10,51;0,76;0,41;0,86;-0,10;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;41.796,80;8,28;-1,77;-0,02;85.978.573,29
CTSA8;0,00;;0,00;0,00;0,00;-22,39;-15,56;-45,69;0,00;-15,64;-10,51;0,76;0,00;0,00;0,00;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;;8,28;-1,77;0,00;85.978.573,29
CURY3;20,20;2,88;14,27;6,39;1,87;37,81;19,69;15,56;11,28;10,39;-0,89;-0,50;2,22;4,45;-7,07;2,34;44,76;13,12;26,74;0,29;0,66;0,84;22,62;29,64;37.359.268,20;3,16;1,42;0,68;5.895.876.777,60
CVCB3;2,73;;-2,99;3,29;0,36;100,00;-7,43;-37,97;-15,30;-19,46;-4,16;0,90;1,14;-3,47;-0,79;0,84;-109,80;-11,90;-7,90;0,11;0,89;0,31;0,61;;54.624.275,40;0,83;-0,91;3,07;1.434.863.694,81
CXSE3;15,39;6,57;13,09;3,62;3,58;;;;11,77;11,29;-0,48;-0,15;;24,16;-4,25;17,58;27,65;27,40;26,40;0,99;0,01;0,00;;22,12;79.481.730,55;4,25;1,18;0,34;46.170.000.000,00
CYRE3;24,36;3,47;10,80;1,25;0,57;32,09;17,55;15,25;9,39;11,58;2,19;0,29;1,65;1,68;-1,18;2,93;11,59;5,30;6,62;0,46;0,50;0,35;15,15;;115.191.417,40;19,47;2,26;1,06;9.737.734.583,64
DASA3;5,94;;-5,30;0,56;0,17;28,78;7,35;-5,93;4,28;12,85;8,58;1,13;0,31;2,58;-0,24;1,27;-10,61;-3,11;4,96;0,29;0,71;0,52;31,03;;2.146.771,15;10,55;-1,12;-0,04;4.471.631.073,36
DESK3;15,40;0,13;19,93;1,41;0,60;63,04;33,72;9,69;5,73;7,94;2,22;0,55;1,93;-25,32;-0,69;0,84;7,08;3,03;13,70;0,43;0,56;0,31;;;2.536.420,50;10,92;0,77;0,22;1.778.258.328,00
DEXP3;11,35;3,44;6,69;1,55;0,75;20,55;15,24;8,86;3,89;3,44;-0,45;-0,18;0,59;1,68;-2,17;3,17;23,11;11,23;19,07;0,49;0,42;1,27;34,10;14,48;889.953,30;7,34;1,70;0,34;1.066.361.005,65
DEXP4;11,23;4,40;6,62;1,53;0,74;20,55;15,24;8,86;3,85;3,44;-0,45;-0,18;0,59;1,66;-2,15;3,17;23,11;11,23;19,07;0,49;0,42;1,27;34,10;14,48;14.651,94;7,34;1,70;0,34;1.066.361.005,65
DIRR3;25,50;1,84;14,33;2,29;0,62;34,87;20,76;13,70;9,45;9,40;-0,05;-0,01;1,96;1,83;-1,16;3,56;15,96;4,30;12,34;0,27;0,71;0,31;23,53;;38.512.752,55;11,15;1,78;0,15;4.424.250.000,00
DMMO11;0,34;;-49,97;-0,36;0,53;54,54;8,16;-1,10;6,75;32,11;-2,85;;0,55;1,78;-1,29;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;;-0,93;-0,01;0,49;949.254.731,04
DMMO3;1,76;;-258,65;-1,88;2,76;54,54;8,16;-1,10;34,96;32,11;-2,85;;2,85;9,24;-6,66;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;;-0,93;-0,01;2,52;949.254.731,04
DMVF3;6,64;;22,30;0,39;0,22;31,90;2,47;0,90;8,15;7,54;-0,61;-0,03;0,20;4,74;-0,32;1,19;1,75;0,99;4,49;0,57;0,43;1,10;319,38;;765.788,35;17,03;0,30;-0,85;336.002.870,88
DOHL3;6,49;;-52,62;0,70;0,49;19,20;-1,75;-1,53;-45,97;-47,42;-4,98;0,08;0,80;1,10;-1,11;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;867,00;9,24;-0,12;0,37;453.242.011,95
DOHL4;4,71;;-38,19;0,51;0,36;19,20;-1,75;-1,53;-33,36;-47,42;-4,98;0,08;0,58;0,80;-0,81;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;20.000,69;9,24;-0,12;0,27;453.242.011,95
DOTZ3;5,51;;-0,88;-0,33;0,24;86,00;-61,23;-59,93;-0,86;-0,87;-0,01;;0,52;-0,39;-0,47;0,44;-37,49;-27,83;73,51;-0,74;1,74;0,46;3,79;;99.892,25;-16,78;-6,29;0,14;72.974.743,05
DTCY3;4,70;;76,82;-31,61;7,44;2,55;-3,77;8,68;-176,74;-266,97;-2,07;;6,67;-39,25;-9,96;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;1.245,75;-0,15;0,06;-0,65;78.409.240,20
